lemma	word	translation
G4074	Πέτρος	a (piece of) rock (larger than G3037 (Πέτρος)); as a name, Petrus, an apostle
G2495	Ἰωνᾶς	Jonas (i.e. Jonah), the name of two Israelites
G4152	πνευματικός	non-carnal, i.e. (humanly) ethereal (as opposed to gross), or (dæmoniacally) a spirit (concretely), or (divinely) supernatural, regenerate, religious
G5526	χορτάζω	to fodder, i.e. (generally) to gorge (supply food in abundance)
G4408	πρῶρα	the prow, i.e. forward part of a vessel
G5496	χειραγωγέω	to be a hand-leader, i.e. to guide (a blind person)
G3737	ὀρφανός	bereaved ("orphan"), i.e. parentless
G1222	δήπου	a particle of asseveration; indeed doubtless
G1772	ἔννομος	(subjectively) legal, or (objectively) subject to
G2805	κλαυθμός	lamentation
G308	ἀναβλέπω	to look up; by implication, to recover sight
G1655	ἐλεήμων	compassionate (actively)
G4128	πλῆθος	a fulness, i.e. a large number, throng, populace
G2492	Ἰώβ	Job (i.e. Ijob), a patriarch
G1616	ἐκτένεια	intentness
G1628	ἐκφεύγω	to flee out
G1361	Διοτρεφής	Jove-nourished; Diotrephes, an opponent of Christianity
G1123	γραπτός	inscribed (figuratively)
G4738	στῆθος	the (entire external) bosom, i.e. chest
G1928	ἐπιδιατάσσομαι	to appoint besides, i.e. supplement (as a codicil)
G1827	ἐξελέγχω	to convict fully, i.e. (by implication) to punish
G559	Ἀπελλῆς	Apelles, a Christian
G619	ἀπόλαυσις	full enjoyment
G5008	ταλιθά	the fresh, i.e. young girl; talitha (O maiden)
G2222	ζωή	life (literally or figuratively)
G1372	διψάω	to thirst for (literally or figuratively)
G2147	εὑρίσκω	to find (literally or figuratively)
G5201	ὑδρία	a water-jar, i.e. receptacle for family supply
G3710	ὀργίζω	to provoke or enrage, i.e. (passively) become exasperated
G2406	ἱεράτευμα	the priestly fraternity, i.e. sacerdotal order (figuratively)
G458	ἀνομία	illegality, i.e. violation of law or (genitive case) wickedness
G5080	τήκω	to liquefy
G2841	κοινωνέω	to share with others (objectively or subjectively)
G3393	μίασμα	(morally) foulness (properly, the effect)
G2893	κουφίζω	to unload
G2586	καπνός	smoke
G2305	θειότης	divinity (abstractly)
G3882	παράλιος	beside the salt (sea), i.e. maritime
G944	βάτραχος	a frog
G2454	Ἰουδαϊσμός	"Judaism", i.e. the Jewish faith and usages
G2116	εὐθύνω	to straighten (level); technically, to steer
G5091	τιμάω	to prize, i.e. fix a valuation upon; by implication, to revere
G1413	δυνάστης	a ruler or officer
G2571	κάλυμα	a cover, i.e. veil
G5209	ὑμᾶς	you (as the objective of a verb or preposition)
G2061	Ἑρμογένης	born of Hermes; Hermogenes, an apostate Christian
G5481	χαρακτήρ	a graver (the tool or the person), i.e. (by implication) engraving (("character"), the figure stamped, i.e. an exact copy or (figuratively) representation)
G1056	Γαλιλαία	Galilæa (i.e. the heathen circle), a region of Palestine
G1355	διόπερ	on which very account
G339	ἀνακαθίζω	properly, to set up, i.e. (reflexively) to sit up
G2033	ἑπτά	seven
G3637	ὀκταήμερος	an eight-day old person or act
G2214	ζήτησις	a searching (properly, the act), i.e. a dispute or its theme
G1956	ἐπιλύω	to solve further, i.e. (figuratively) to explain, decide
G4399	προφθάνω	to get an earlier start of, i.e. anticipate
G4183	πολύς	(singular) much (in any respect) or (plural) many; neuter (singular) as adverbial, largely; neuter (plural) as adverb or noun often, mostly, largely
G4426	πτύρω	to frighten
G553	ἀπεκδέχομαι	to expect fully
G3129	μανθάνω	to learn (in any way)
G2543	καίτοι	and yet, i.e. nevertheless
G127	αἰδώς	bashfulness, i.e. (towards men), modesty or (towards God) awe
G2756	κενός	empty (literally or figuratively)
G156	αἰτία	a cause (as if asked for), i.e. (logical) reason (motive, matter), (legal) crime (alleged or proved)
G927	βαρύτιμος	highly valuable
G4240	πραΰτης	mildness, i.e. (by implication) humility
G740	ἄρτος	bread (as raised) or a loaf
G17	ἀγαθοποιός	a well-doer, i.e. virtuous
G1864	ἐπαγωνίζομαι	to struggle for
G2544	καίτοιγε	and yet indeed, i.e. although really
G1168	δειλιάω	to be timid
G4009	πέρας	an extremity
G5616	ὡσεί	as if
G777	ἄσιτος	without (taking) food
G1507	εἱλίσσω	to coil or wrap
G5114	τομώτερος	more comprehensive or decisive than G2875 (τομώτερος), as if by a single stroke; whereas that implies repeated blows, like hacking); more keen
G855	ἄφαντος	non-manifested, i.e. invisible
G3122	μάλιστα	(adverbially) most (in the greatest degree) or particularly
G4949	Συροφοίνισσα	a Syro-phœnician woman, i.e. a female native of Phœnicia in Syria
G12	ἄβυσσος	depthless, i.e. (specially) (infernal) "abyss"
G2447	ἰός	rust (as if emitted by metals); also venom (as emitted by serpents)
G3954	παῤῥησία	all out-spokenness, i.e. frankness, bluntness, publicity; by implication, assurance
G665	ἀποτρέπω	to deflect, i.e. (reflexively) avoid
G2311	θεμελιόω	to lay a basis for, i.e. (literally) erect, or (figuratively) consolidate
G3327	μεταβαίνω	to change place
G4862	σύν	with or together (but much closer than G3326 (σύν) or G3844 (σύν)), i.e. by association, companionship, process, resemblance, possession, instrumentality, addition, etc.
G95	ἀδίκως	unjustly
G552	ἄπειρος	inexperienced, i.e. ignorant
G5070	τετρακισχίλιοι	four times a thousand
G3476	Ναασσών	Naasson (i.e. Nachshon), an Israelite
G1266	διαμερίζω	to partition thoroughly (literally in distribution, figuratively in dissension)
G1431	δωρεά	a gratuity
G1631	ἐκφύω	to sprout up
G597	ἀποθησαυρίζω	to treasure away
G2966	κῶλον	a limb of the body (as if lopped)
G1079	γενετή	birth
G2889	κόσμος	orderly arrangement, i.e. decoration; by implication, the world (in a wide or narrow sense, including its inhabitants, literally or figuratively (morally))
G3447	μοσχοποιέω	to fabricate the image of a bullock
G4795	συγκυρία	from the base of G2962 (συγκυρία)); concurrence, i.e. accident
G1820	ἐξαπορέομαι	to be utterly at a loss, i.e. despond
G1456	ἐγκαίνια	innovatives, i.e. (specially) renewal (of religious services after the Antiochian interruption)
G5623	ὠφελέω	to be useful, i.e. to benefit
G2657	κατανοέω	to observe fully
G3642	ὀλιγόψυχος	little-spirited, i.e. faint-hearted
G4809	συκομωραία	the "sycamore"-fig tree
G1263	διαμαρτύρομαι	to attest or protest earnestly, or (by implication) hortatively
G1936	ἐπίθεσις	an imposition (of hands officially)
G1945	ἐπίκειμαι	to rest upon (literally or figuratively)
G1156	δάνειον	probably akin to the base of G1325 (δάνειον); a loan
G5393	Φλέγων	blazing; Phlegon, a Christian
G1578	ἐκκλίνω	to deviate, i.e. (absolutely) to shun (literally or figuratively), or (relatively) to decline (from piety)
G5609	ὠόν	an "egg"
G3356	μετριοπαθέω	to be moderate in passion, i.e. gentle (to treat indulgently)
G703	ἀρέτη	properly, manliness (valor), i.e. excellence (intrinsic or attributed)
G4703	σπόρος	a scattering (of seed), i.e. (concretely) seed (as sown)
G2391	Ἰάρεδ	Jared (i.e. Jered), an antediluvian
G1915	ἐπίβλημα	a patch
G73	ἀγών	properly, a place of assembly (as if led), i.e. (by implication) a contest (held there); figuratively, an effort or anxiety
G2274	ἡττάω	to make worse, i.e. vanquish (literally or figuratively); by implication, to rate lower
G251	ἅλς	"salt"
G916	βαρέω	to weigh down (figuratively)
G1213	δηλόω	to make plain (by words)
G5390	φιλοφρόνως	with friendliness of mind, i.e. kindly
G1004	βόρβορος	mud
G2932	κτάομαι	to get, i.e. acquire (by any means; own)
G3032	Λιβερτῖνος	a Roman freedman
G715	ἄρκτος	a bear (as obstructing by ferocity)
G1779	ἐνταφιάζω	to inswathe with cerements for interment
G1038	βυρσεύς	a tanner
G2242	Ἡλί	Heli (i.e. Eli), an Israelite
G3785	ὄφελον	I ought (wish), i.e. (interjection) oh that!
G4201	Πόρκιος	apparently swinish; Porcius, a Roman
G4046	περιποιέομαι	to make around oneself, i.e. acquire (buy)
G2077	ἔστω	be thou; also , third person of the same; let them be
G1920	ἐπιγίνομαι	to arrive upon, i.e. spring up (as a wind)
G2477	ἱστορέω	to be knowing (learned), i.e. (by implication) to visit for information (interview)
G2812	κλέπτης	a stealer (literally or figuratively)
G4873	συνανάκειμαι	to recline in company with (at a meal)
G3708	ὁράω	by extension, to attend to; by Hebraism, to experience; passively, to appear
G5139	Τραχωνῖτις	rough district; Trachonitis, a region of Syria
G4224	πότος	a drinking-bout or carousal
G1832	ἔξεστι	so also neuter present participle of the same (with or without some form of G1510 (ἔξεστι) expressed); impersonally, it is right (through the figurative idea of being out in public)
G1878	ἐπαναμιμνήσκω	to remind of
G71	ἄγω	properly, to lead; by implication, to bring, drive, (reflexively) go, (specially) pass (time), or (figuratively) induce
G4262	προβατικός	relating to sheep, i.e. (a gate) through which they were led into Jerusalem
G4586	σεμνός	venerable, i.e. honorable
G2766	κέραμος	earthenware, i.e. a tile (by analogy, a thin roof or awning)
G3999	πεντάκις	five times
G4250	πρίν	prior, sooner
G2127	εὐλογέω	to speak well of, i.e. (religiously) to bless (thank or invoke a benediction upon, prosper)
G841	αὐτάρκεια	self-satisfaction, i.e. (abstractly) contentedness, or (concretely) a competence
G1439	ἐάω	to let be, i.e. permit or leave alone
G520	ἀπάγω	to take off (in various senses)
G679	ἄπταιστος	not stumbling, i.e. (figuratively) without sin
G3346	μετατίθημι	to transfer, i.e. (literally) transport, (by implication) exchange, (reflexively) change sides, or (figuratively) pervert
G3665	ὁμοιότης	resemblance
G2520	καθήκω	to reach to, i.e. (neuter of present active participle, figuratively as adjective) becoming
G2123	εὐκοπώτερος	better for toil, i.e. more facile
G1140	δαιμόνιον	a dæmonic being; by extension a deity
G1598	ἐκπειράζω	to test thoroughly
G3502	νεοσσός	a youngling (nestling)
G5248	ὑπερπερισσεύω	to super-abound
G535	ἀπαρτισμός	completion
G2297	θαυμάσιος	wondrous, i.e. (neuter as noun) a miracle
G2594	καρτερέω	to be strong, i.e. (figuratively) steadfast (patient)
G1802	Ἐνώχ	Enoch (i.e. Chanok), an antediluvian
G4665	σμάραγδος	the emerald or green gem so called
G3615	οἰκιακός	familiar, i.e. (as noun) relatives
G468	ἀνταπόδομα	a requital (properly, the thing)
G2830	κλύδων	a surge of the sea (literally or figuratively)
G1194	δέρω	properly, to flay, i.e. (by implication) to scourge, or (by analogy) to thrash
G2024	ἐπιχορηγία	contribution
G4648	σκοπέω	to take aim at (spy), i.e. (figuratively) regard
G7	Ἀβιά	Abijah, the name of two Israelites
G3491	ναῦς	a boat (of any size)
G4415	πρωτοτόκια	primogeniture (as a privilege)
G2512	καθαρισμός	a washing off, i.e. (ceremonially) ablution, (morally) expiation
G5567	ψάλλω	compare G5597 (ψάλλω)); to twitch or twang, i.e. to play on a stringed instrument (celebrate the divine worship with music and accompanying odes)
G1967	ἐπιούσιος	tomorrow's; but more probably from G1909 (ἐπιούσιος) and a derivative of the present participle feminine of G1510 (ἐπιούσιος); for subsistence, i.e. needful
G5377	φιλόθεος	fond of God, i.e. pious
G4395	προφητεύω	to foretell events, divine, speak under inspiration, exercise the prophetic office
G1569	ἔκθαμβος	utterly astounded
G813	ἄτακτος	unarranged, i.e. (by implication) insubordinate (religiously)
G3701	ὀπτασία	visuality, i.e. (concretely) an apparition
G296	ἄμφοδον	a fork in the road
G199	ἀκριβῶς	exactly
G651	ἀποστολή	commission, i.e. (specially) apostolate
G1780	ἐνταφιασμός	preparation for interment
G2634	κατακυριεύω	to lord against, i.e. control, subjugate
G895	ἄψυχος	lifeless, i.e. inanimate (mechanical)
G4779	συγκαλέω	to convoke
G1681	Ἐλύμας	Elymas, a wizard
G5062	τεσσαράκοντα	forty
G5083	τηρέω	perhaps akin to G2334 (τηρέω)); to guard (from loss or injury, properly, by keeping the eye upon; and thus differing from G5442 (τηρέω), which is properly to prevent escaping; and from G2892 (τηρέω), which implies a fortress or full military lines of apparatus), i.e. to note (a prophecy; figuratively, to fulfil a command); by implication, to detain (in custody; figuratively, to maintain); by extension, to withhold (for personal ends; figuratively, to keep unmarried); by extension, to withhold (for personal ends; figuratively, to keep unmarried)
G502	ἄντλημα	a baling-vessel
G3650	ὅλος	"whole" or "all", i.e. complete (in extent, amount, time or degree), especially (neuter) as noun or adverb
G317	ἀναγκαστῶς	compulsorily
G1404	δράκων	a fabulous kind of serpent (perhaps as supposed to fascinate)
